Date,Open,High,Low,Close,Adj Close,Volume
2024-05-08,2438.029297,2494.760254,2402.170654,2405.021240,2405.021240,9393610415
2024-05-09,2404.812012,2431.967773,2351.515869,2380.240234,2380.240234,9438541641
2024-05-10,2380.491943,2440.899170,2368.985840,2423.977051,2423.977051,8672243799
2024-05-11,2424.145264,2434.228271,2299.263184,2322.999756,2322.999756,9802528037
2024-05-12,2323.043213,2349.232666,2306.039307,2324.818115,2324.818115,5426315023
2024-05-13,2324.863037,2367.266113,2326.506592,2338.881836,2338.881836,4718921961
2024-05-14,2338.971436,2390.106201,2287.592041,2348.427490,2348.427490,10631740843
2024-05-15,2348.311035,2357.489014,2275.874756,2289.532471,2289.532471,9889121862
2024-05-16,2289.585205,2396.755371,2275.737305,2393.513428,2393.513428,11559030221
2024-05-17,2392.691895,2397.506836,2308.306396,2324.229736,2324.229736,10287289301
2024-05-18,2324.234375,2456.632324,2318.526855,2435.356201,2435.356201,11373037131
2024-05-19,2435.698242,2476.813721,2430.307373,2458.048340,2458.048340,7404214838
2024-05-20,2457.950195,2469.224365,2407.783936,2417.635742,2417.635742,6884790411
2024-05-21,2417.648193,2903.870605,2401.328613,2882.692139,2882.692139,24570053833
2024-05-22,2882.028076,3020.395996,2854.448486,2981.359375,2981.359375,29617469068
2024-05-23,2981.406494,2997.813965,2871.606201,2937.912842,2937.912842,19775560401
