Date,Open,High,Low,Close,Adj Close,Volume
2024-05-24,2937.881836,3096.056641,2798.722168,2975.546387,2975.546387,35943320167
2024-05-25,2975.597656,3013.194336,2860.254150,2925.151611,2925.151611,17468855290
2024-05-26,2925.184082,2963.432617,2912.044922,2942.423340,2942.423340,7848081789
2024-05-27,2942.378906,3063.265137,2928.913818,3004.427490,3004.427490,11505078689
2024-05-28,3004.607910,3110.813965,3000.551758,3047.289551,3047.289551,14836470342
2024-05-29,3047.360107,3072.011963,2956.654297,3010.138916,3010.138916,15556083691
2024-05-30,3010.122314,3043.848633,2946.251221,2963.637695,2963.637695,13712047845
2024-05-31,2963.764404,3000.584961,2914.570068,2943.600098,2943.600098,11836032917
2024-06-01,2943.609375,3019.250244,2925.608887,2952.049561,2952.049561,12004943147
2024-06-02,2951.937744,3006.432861,2944.052002,2993.795898,2993.795898,6799891617
2024-06-03,2993.856201,3012.760498,2946.073242,2966.891602,2966.891602,8731347592
2024-06-04,2966.859131,3020.810791,2941.396240,2940.235352,2940.235352,10993482032
2024-06-05,2940.303467,2995.744385,2917.157715,2984.856934,2984.856934,10437356265
2024-06-06,2984.892090,3039.096436,2959.299561,3020.437744,3020.437744,12099721235
2024-06-07,3020.439697,3028.793701,2940.760254,2979.578125,2979.578125,10636429892
2024-06-08,2979.625244,2997.880859,2842.586426,2890.184814,2890.184814,14315114028
2024-06-09,2889.219482,2912.865723,2883.120605,2892.008301,2892.008301,7146517352
2024-06-10,2891.997314,2922.437500,2881.931152,2911.558105,2911.558105,6215127142
2024-06-11,2911.537354,2916.095459,2867.274902,2881.324951,2881.324951,8154534326
2024-06-12,2881.042969,2883.231445,2698.355957,2745.976074,2745.976074,15058836139
2024-06-13,2745.635742,2840.685791,2719.071289,2781.755859,2781.755859,13396769102
2024-06-14,2781.839844,2781.839844,2690.141357,2720.204346,2720.204346,11347548817
2024-06-15,2719.176270,2771.325439,2654.099121,2746.425293,2746.425293,12463595571
2024-06-16,2746.041504,2832.927246,2741.043945,2813.721191,2813.721191,10048646144
2024-06-17,2814.677979,2876.160156,2794.770020,2854.658691,2854.658691,7788684292
2024-06-18,2856.093750,2864.729004,2732.710693,2761.861084,2761.861084,14031081608
2024-06-19,2761.220947,2764.062012,2654.935303,2741.545654,2741.545654,16544046156
2024-06-20,2740.498535,2819.943848,2728.214111,2798.163086,2798.163086,12008658718
2024-06-21,2798.163086,2854.604248,2752.837158,2773.425049,2773.425049,12729416828
2024-06-22,2773.568359,2800.413574,2724.655273,2779.285400,2779.285400,12594535173
2024-06-23,2779.661377,2781.990234,2747.989990,2761.933594,2761.933594,5866915894
2024-06-24,2762.044678,2781.304932,2695.503906,2705.027832,2705.027832,7452245602
2024-06-25,2705.163330,2713.518311,2558.327637,2641.730713,2641.730713,18244482060
2024-06-26,2641.966797,2700.164063,2629.459473,2676.834473,2676.834473,10435658942
2024-06-27,2676.317383,2696.659180,2635.872314,2669.741211,2669.741211,9265561655
2024-06-28,2669.272949,2741.043457,2664.799805,2724.330811,2724.330811,9309790247
2024-06-29,2724.883057,2758.101807,2659.052979,2667.115723,2667.115723,10167723515
2024-06-30,2667.158447,2689.326172,2663.887695,2666.587402,2666.587402,5205778521
2024-07-01,2713.791992,2774.314209,2709.691162,2741.744385,2741.744385,9861578752
